filename,width,height,class,xmin,ymin,xmax,ymax
006b2548d360a6.jpg,2274,630,whale,348,86,2127,470
006cc681396f71.jpg,3600,1200,whale,98,104,3600,1178
006f1f7c9ea3c2.jpg,3456,2304,whale,1313,760,2595,1215
006fc52f81ab7d.jpg,3456,2304,whale,354,735,2784,1599
007003e07cb9fd.jpg,3599,2399,whale,148,1076,2569,1599
007097146016e6.jpg,1797,648,whale,0,47,1753,643
0070b4e405cd8d.jpg,3504,2336,whale,1270,893,2092,1310
0074ad8c5e4a13.jpg,3504,2336,whale,1493,662,3381,1278
00756614506440.jpg,3501,846,whale,122,61,3501,805
0076826dae9092.jpg,3599,613,whale,113,47,3599,606
007784cb6d6631.jpg,314,250,whale,9,87,309,248
0079009e883e38.jpg,1864,955,whale,0,118,1798,751
00790eab417e06.jpg,1229,328,whale,5,68,1201,316
007991a750a4f2.jpg,588,411,whale,1,36,564,398
007b91c88a2da3.jpg,3456,2304,whale,1227,735,2911,1307
0081186855e29a.jpg,1550,324,whale,64,48,1436,298
00813a03e678c3.jpg,3456,2304,whale,1343,642,2167,1134
00835b2e9aa162.jpg,3599,2399,whale,659,1221,3151,1732
0086e36dfb15fd.jpg,3599,1040,whale,17,89,3490,976
008705d384b02a.jpg,3072,2048,whale,174,411,2660,1522
00870a2b4f5f60.jpg,3599,2399,whale,1225,1096,2680,1352
008b4760ade506.jpg,3599,2399,whale,1555,1189,2031,1477
008bb028b196d8.jpg,2988,372,whale,170,37,2988,359
008c5d3fc215ac.jpg,960,720,whale,107,270,628,545
008dd551cef1d8.jpg,3456,2304,whale,464,456,2506,1357
008f60577b4f60.jpg,1029,642,whale,32,248,1029,639
00931cfd50f2b0.jpg,2874,1916,whale,43,99,2731,1709
009379360f0987.jpg,3599,2293,whale,553,567,2945,1798
00958b624f455c.jpg,2000,1312,whale,199,377,1462,744
009642068626f9.jpg,1169,659,whale,15,78,898,556
00967c436ea86f.jpg,1059,395,whale,124,41,908,325
009a307f9f483c.jpg,2754,1055,whale,0,19,2695,1037
009b6593ccc800.jpg,3600,2391,whale,1116,238,2487,938
009c968192535f.jpg,3599,2399,whale,53,647,2836,1149
009d3abcd8d794.jpg,3600,842,whale,103,77,3600,744
009e1a16460b26.jpg,1392,340,whale,15,42,1352,316
00a198105cdc24.jpg,1542,1147,whale,62,62,1528,1113
00a3449831cb17.jpg,793,584,whale,75,36,793,561
00a4745e7218c4.jpg,975,682,whale,31,108,975,680
00a5f0c7e639ce.jpg,3599,1368,whale,209,155,3520,854
00aa710486d3b5.jpg,3456,2304,whale,908,457,2146,1216
00ab71e582117c.jpg,1029,679,whale,8,172,860,652
00ac4935ad83b4.jpg,1285,558,whale,24,36,1285,548
00afe60388a560.jpg,3600,2456,whale,1248,1299,2317,1635
00afe7b25dc241.jpg,1200,800,whale,118,323,1200,493
00b0f5aa111833.jpg,322,347,whale,9,65,319,334
00b3bf2c51d511.jpg,2923,1209,whale,260,298,1813,936
00b71c50bb2be4.jpg,3600,1030,whale,235,168,3491,843
00b773df4a863d.jpg,3599,2399,whale,1800,1184,2105,1317
00b7e608440f77.jpg,3456,2304,whale,289,523,2437,1387
00bd3260725f0c.jpg,959,882,whale,96,152,945,872
00be328933f508.jpg,3600,1098,whale,127,29,3596,660
00bf58d0f7b4c1.jpg,1311,421,whale,42,103,1311,400
00c0135a96f085.jpg,3600,1776,whale,110,90,3586,1683
00c021e7dc6da2.jpg,3504,2336,whale,0,925,2850,1567
00c0bf276875e0.jpg,784,567,whale,4,115,703,526
00c4c5832c0c78.jpg,1503,1137,whale,39,119,1502,999
00cb904cf19b86.jpg,3504,2336,whale,879,692,3453,2318
00ce336ef6b8b5.jpg,3599,2399,whale,1633,1393,2024,1537
00cf2ccfae0f7e.jpg,1452,1364,whale,19,119,1375,1235
00cf7a68a89a6d.jpg,3504,2336,whale,682,946,2190,1301
00d0927689a7a2.jpg,3599,2699,whale,1587,929,2269,1166
00d0f38d99c221.jpg,3504,2336,whale,1128,1281,1850,1668
00d113413a1d49.jpg,1829,573,whale,8,118,1786,535
00d57842379951.jpg,2472,500,whale,66,7,2472,460
00d6a347b07263.jpg,1010,642,whale,229,68,675,478
00db5ec9e46a3d.jpg,1590,931,whale,28,207,1436,920
00de478885ca7c.jpg,3504,2336,whale,526,308,2467,1112
00e130666ba6e6.jpg,3599,2403,whale,1453,1362,2300,1584
00e3258f41806c.jpg,3456,2304,whale,1518,827,2135,1043
00e4b6642f7f5a.jpg,1544,960,whale,0,128,1432,948
00e67227918b41.jpg,3456,2304,whale,154,840,1988,1201
00e6b936f02c6e.jpg,3600,1086,whale,143,57,3579,667
00e828b22fe365.jpg,519,155,whale,20,38,511,141
00e82b4e0691e1.jpg,3504,2336,whale,1417,593,2686,1029
00e9136ab88016.jpg,3600,2456,whale,671,316,3227,1667
00eb3441343226.jpg,3600,2391,whale,1644,1167,1978,1255
00eb689c10db84.jpg,2237,1491,whale,87,591,2230,1024
00eb80dafb4fda.jpg,1372,309,whale,43,40,1372,303
00eea1a5b9d8bc.jpg,752,348,whale,0,14,723,315
00efc65d9f69ee.jpg,1620,1080,whale,519,385,983,501
00f0f055d749fa.jpg,3456,2304,whale,346,554,2626,1410
00f266025063e7.jpg,3504,2336,whale,904,860,2282,1688
00f286edc2e6bb.jpg,3599,2404,whale,999,1125,2699,1423
00f32804ed5fb3.jpg,2497,1573,whale,71,293,2497,1538
00f3e4528e819e.jpg,1000,667,whale,0,227,971,486
00f45997b905c3.jpg,1080,1089,whale,15,282,1047,1089
00f5b73aa72279.jpg,2738,1825,whale,628,595,2072,1725
00f6d88f12dcf8.jpg,3599,2399,whale,1245,1185,1905,1319
00f7ab6adcb2dd.jpg,3600,1753,whale,0,85,3456,1715
00f9b3f53e440e.jpg,3600,2399,whale,101,113,3600,2179
00f9c62840d4d0.jpg,528,352,whale,12,90,528,286
00fa44f35d843b.jpg,1568,1110,whale,257,51,1455,1059
00fa57e4793b90.jpg,3599,2399,whale,1213,1636,1891,1754
00fa70fb2c3673.jpg,1324,277,whale,56,63,1324,216
00fb7dd2e41765.jpg,3456,2304,whale,1634,691,2737,1204
00fd2ba8c057e3.jpg,3599,2399,whale,1032,1004,2105,1294
00fdcc59386b20.jpg,3456,2304,whale,280,767,2234,1915
00fe0f599a58cd.jpg,1129,1051,whale,57,0,1096,882
01007d63ca94b1.jpg,1796,1194,whale,47,173,1794,1152
010134d3eeb07e.jpg,2524,1691,whale,73,179,2515,1619
0103735160dd47.jpg,3600,2384,whale,1167,1057,2739,1375
0104ac335f66f9.jpg,1835,603,whale,55,126,1835,402
0104c0fd90132f.jpg,387,318,whale,22,26,377,313
0106d276033b78.jpg,3599,2399,whale,965,802,2511,1158
01086bfef670be.jpg,1024,683,whale,8,53,995,659
0108abfde9a987.jpg,3599,2399,whale,1692,1287,2613,1618
01091adf08fe11.jpg,3456,2304,whale,0,569,2980,1948
010c211438b04b.jpg,3599,2399,whale,1644,897,2024,1073
010cb3070c237e.jpg,1479,1046,whale,33,134,1394,969
010cc9eff49810.jpg,389,127,whale,16,11,365,117
010d5ad0f83ae5.jpg,3600,2400,whale,552,775,3002,1316
010e82a9b3c737.jpg,3599,2024,whale,426,738,3244,1211
010fcbf54ae273.jpg,3456,2304,whale,1403,699,3193,1375
010feffc934b3d.jpg,3600,2391,whale,1372,1074,2039,1243
0111bce383805b.jpg,350,310,whale,33,17,350,271
0111e5b7996776.jpg,3504,2336,whale,1333,1091,2039,1497
0112262f4d1f65.jpg,3600,2400,whale,76,1108,1818,1350
01124319d84eda.jpg,2240,1488,whale,603,548,1705,725
01127023ed6443.jpg,1021,560,whale,11,38,967,538
01128c0e26a1b8.jpg,2817,1878,whale,564,794,2297,1153
01130df8d2d82b.jpg,2738,1825,whale,414,864,1591,1092
0113b8b3ee71e6.jpg,3599,2399,whale,575,672,3204,1247
0119fc31d81817.jpg,2223,562,whale,0,130,2169,493
011b0bb16bb223.jpg,150,162,whale,8,1,148,135
011c2171176e57.jpg,3600,2402,whale,600,1166,2479,1658
011d24b8b00f84.jpg,3456,2304,whale,1196,537,3340,1491
011f36f5e0b772.jpg,3456,2304,whale,1299,749,1968,1191
01205db44cf1e4.jpg,1024,718,whale,41,28,1015,684
01241e2d4a6abd.jpg,3456,2304,whale,1169,784,2422,1462
01287e826d29a8.jpg,1061,529,whale,23,15,1060,520
012b8b46cfdf1c.jpg,2318,434,whale,87,7,2318,417
012c710965bd74.jpg,1531,1071,whale,146,108,1443,929
0130886c5f63bb.jpg,3599,1324,whale,148,74,3599,865
01308e45bf22d3.jpg,3599,2399,whale,1176,1018,2132,1666
01351200256f2c.jpg,3600,2400,whale,1499,1152,2276,1447
0135e7c19d415c.jpg,1660,588,whale,120,155,1623,522
0136f516926d6a.jpg,1424,1035,whale,1,74,1386,1000
013a9437efc47d.jpg,1505,381,whale,212,46,1327,261
013b98eeda7a81.jpg,1830,455,whale,61,104,1830,413
013bc2c2a594a1.jpg,1011,292,whale,104,76,916,247
013cdf45f229eb.jpg,3599,2399,whale,1452,1031,3599,1855
013cfccddd6768.jpg,3599,2399,whale,424,646,3263,1224
0141b6f29e9a00.jpg,1488,268,whale,0,3,1456,256
014214dc22a0ed.jpg,3599,1714,whale,144,509,3567,1476
01428cdcab4d66.jpg,3007,1208,whale,210,196,2467,788
0143b99b22f2c1.jpg,1231,256,whale,54,11,1199,252
014431c21c6a98.jpg,3456,2304,whale,866,811,1822,1226
014677910446f1.jpg,1947,691,whale,58,12,1947,645
014699bde284ee.jpg,2579,783,whale,18,50,2493,762
01478f3794e3d7.jpg,1005,705,whale,9,124,892,685
0147d65f4229c6.jpg,1395,1193,whale,7,129,1345,1181
01485c37a6aba7.jpg,1071,876,whale,26,86,957,857
0148a269e843c6.jpg,2240,1488,whale,350,822,1650,1008
01492ef72f6b48.jpg,3504,2336,whale,1268,739,2346,1274
014a0116965ca3.jpg,2659,430,whale,0,15,2615,391
014ba64e8ce8ec.jpg,3599,2399,whale,122,745,3571,1610
014c8f2bee256e.jpg,1986,543,whale,41,63,1986,528
014d58ae6a59b4.jpg,616,436,whale,20,39,616,430
014dc3fa335192.jpg,3600,2400,whale,86,807,3442,1537
014f6d1c690aff.jpg,728,632,whale,20,38,687,611
01504a17d6a680.jpg,3212,2149,whale,0,119,2900,2066
0150fe50e01694.jpg,945,1002,whale,35,218,925,993
0151559debca5b.jpg,1884,1325,whale,80,532,1828,795
01528459216ab1.jpg,2240,1488,whale,284,655,1592,911
0152e03282b76f.jpg,3600,2400,whale,1571,1203,2619,1465
015526265ab976.jpg,931,667,whale,16,48,886,662
01558f02f65136.jpg,820,150,whale,25,25,820,150
01569010785472.jpg,3599,2399,whale,232,1212,2583,1823
0156ae7b1a45dc.jpg,1532,1330,whale,76,93,1495,1276
01593ab001b56a.jpg,3504,2336,whale,1,649,2104,1630
015997f3ce892c.jpg,1270,1030,whale,60,87,1258,1030
015af1c1c4ba43.jpg,3500,1200,whale,102,10,3500,1169
015b9c7df6b33a.jpg,3599,5277,whale,546,1431,3232,2718
015e210d90a490.jpg,2018,863,whale,41,74,2018,758
015e9cc83e2b7f.jpg,3599,2399,whale,1775,1453,2541,1602
015f821050cab5.jpg,3456,2304,whale,860,516,3419,1574
0160e42335b69d.jpg,1371,781,whale,35,85,1368,706
0161145721b62e.jpg,1887,1263,whale,45,86,1887,1216
0161353eb58f81.jpg,1800,1197,whale,133,74,1800,1163
01614d81068ff6.jpg,2356,1077,whale,0,12,2280,1073
01615264fa5c3e.jpg,3599,1021,whale,78,409,3599,816
016184c3f563b9.jpg,1030,773,whale,35,18,1019,773
01637f0b588ed8.jpg,3599,2399,whale,782,1258,1699,1448
0163f10010bd1b.jpg,1051,834,whale,113,181,1038,563
0164d8fd7a7cfe.jpg,3599,2409,whale,633,622,2573,1173
0165012ef21b28.jpg,2168,704,whale,199,179,1907,552
0167aca06ff1c2.jpg,3456,2304,whale,998,612,2288,1481
016b90045715a8.jpg,2062,1443,whale,281,111,1984,1310
016d7c23878254.jpg,920,805,whale,42,134,912,804
016e9030a195e6.jpg,3504,2336,whale,1198,696,2498,1267
01707fff2f49bc.jpg,3599,2409,whale,268,1172,3462,1699
0170c7b65aa8ee.jpg,3599,2399,whale,1413,1096,2415,1412
01718fb61d4f79.jpg,3600,683,whale,96,11,3600,683
017530c72fcd5b.jpg,3599,2393,whale,602,755,3388,1387
017583ffadc434.jpg,3456,2304,whale,987,484,3390,1405
017599446c556c.jpg,3599,2399,whale,514,943,1910,1449
0175da3aa1062a.jpg,1598,375,whale,55,47,1586,358
0178b96f0f1085.jpg,3599,2399,whale,201,927,2664,1811
017b8edb24c2c6.jpg,1731,1217,whale,222,68,1713,1148
017ebb4d3d7dea.jpg,1381,927,whale,0,301,1250,917
018097f71fbc8f.jpg,304,285,whale,6,27,286,265
0180f16956a57a.jpg,3441,1316,whale,93,64,3441,1206
0183c302f9110a.jpg,3112,486,whale,21,4,3048,434
018490eafcf301.jpg,3599,2399,whale,13,874,3480,1550
01855151670ece.jpg,2176,2639,whale,29,501,2141,2522
01870901b93c90.jpg,3600,630,whale,98,0,3600,619
018722a50f72f7.jpg,1684,396,whale,0,67,1637,385
018758f87100cf.jpg,3599,2699,whale,560,460,3100,993
01887df096098a.jpg,288,74,whale,16,14,282,63
0189635c8ac226.jpg,3599,750,whale,112,19,3599,698
0189a3eec84aed.jpg,3599,2399,whale,2089,1337,2430,1446
018c26d1c4ac2f.jpg,3599,2399,whale,788,1018,3009,1425
018e35c5dabb3f.jpg,2988,1268,whale,169,253,2900,1143
018eb32d843bb9.jpg,1034,679,whale,352,192,601,429
0191b5c7854c24.jpg,3599,2404,whale,976,1065,2401,1369
01924fda9cf0d1.jpg,3600,2400,whale,0,443,3519,1901
019389fefbe6c8.jpg,3456,2304,whale,1142,789,2482,1410
0194a42a1edeb0.jpg,3600,2400,whale,112,79,3600,1651
01972fb69e6d55.jpg,611,204,whale,26,37,539,190
01984b7529b1b7.jpg,3599,2407,whale,0,160,3342,2355
01996aeff0a23a.jpg,3456,2304,whale,848,698,1937,1302
0199c4cb8fd996.jpg,3599,2399,whale,1299,1097,1575,1228
019cec049e2d63.jpg,3599,2399,whale,458,787,510,814
019e943e277f9d.jpg,3600,2391,whale,1143,1046,2055,1196
019ef4edb9fc7b.jpg,3599,2399,whale,119,812,3574,1605
019fa1f581f819.jpg,3599,2399,whale,988,776,1959,965
01a00da8c2d098.jpg,3599,2399,whale,1176,678,2757,1372
01a22827047da8.jpg,1397,1016,whale,0,201,1327,841
01a3aeb3ceb649.jpg,3599,2399,whale,387,1010,2362,1625
01a5b3028d54a2.jpg,2483,463,whale,82,9,2483,431
01a6df4835fb09.jpg,1246,215,whale,33,20,1246,186
01a6f267236aa7.jpg,3599,2399,whale,463,1221,2840,1860
01a8ef2a189e24.jpg,3504,2336,whale,666,864,1108,1088
01a9fa70e24958.jpg,342,496,whale,0,134,342,493
01aabe9ce0cd33.jpg,3456,2304,whale,945,840,2038,1321
01ac458d9c44d7.jpg,1617,1131,whale,71,98,1617,1001
01b371886547bd.jpg,2000,1312,whale,539,655,1477,846
01b3fd19d99f67.jpg,3456,2304,whale,1426,928,2162,1255
01b46ee97eecf6.jpg,1531,445,whale,44,98,1531,424
01b61298b216d2.jpg,3599,2399,whale,218,485,3091,1685
01b9aa6b03f298.jpg,3456,2304,whale,1188,973,1914,1304
01ba768f21e36b.jpg,2975,437,whale,0,2,2923,424
01baf9419e6970.jpg,3599,2399,whale,753,895,2833,1502
01bb74f1413cda.jpg,3599,1122,whale,124,12,3599,717
01bd86ac2a6702.jpg,1095,1053,whale,56,168,1064,1011
01be6bc2fad6fc.jpg,1396,1004,whale,0,75,1265,902
01bff0f0e91901.jpg,965,295,whale,6,11,937,292
01c0f5e467fb77.jpg,3600,2221,whale,171,337,3579,2172
01c34ac8332138.jpg,3456,2304,whale,1520,948,1929,1248
01c47f206d28c2.jpg,3456,2304,whale,894,404,2578,1259
01c5ef7978d145.jpg,3599,2399,whale,5,819,3480,1286
01c6c00a51271c.jpg,3599,2399,whale,1111,618,3002,1368
01c76e54058656.jpg,3456,2304,whale,1044,480,3368,1370
01c8f700ee6013.jpg,3066,606,whale,4,51,3000,562
01cae4f5a7cb36.jpg,3456,2304,whale,797,697,2420,1432
01cbdcfb6765bf.jpg,3008,917,whale,20,227,2946,785
01ce63d2db2d26.jpg,916,871,whale,19,54,864,755
01ce8b40e2b209.jpg,1803,1210,whale,0,169,1752,1093
01ce92cd4a6846.jpg,3599,851,whale,108,27,3599,813
01d05c312c7c3e.jpg,3504,2336,whale,545,674,2618,1467
01d10c56c5984b.jpg,1444,426,whale,53,51,1426,337
01d1958c450eca.jpg,3599,1859,whale,360,354,3599,1836
01d81418e2c6d7.jpg,3067,342,whale,0,1,3016,342
01d93a87df9851.jpg,1430,262,whale,52,16,1430,257
01d95ee1287279.jpg,3599,2399,whale,1189,1087,2355,1280
01d9d4632ab259.jpg,3504,2336,whale,0,311,3381,2265
01dc3bccd7e296.jpg,1308,380,whale,76,78,1258,340
01dc9395572ccc.jpg,3456,2304,whale,1306,1100,1885,1398
01de8ec0729b75.jpg,3456,2304,whale,1623,833,2194,1252
01e1590083b363.jpg,3200,2128,whale,424,569,3200,1315
01e290442ac7b2.jpg,3504,2336,whale,2075,842,3504,1557
01e29b04108911.jpg,1944,442,whale,67,39,1944,427
01e41eb457163d.jpg,2879,1919,whale,382,333,1915,1423
01e45c25dfafde.jpg,544,352,whale,44,92,474,211
01e775c518a824.jpg,3072,2048,whale,32,607,2628,1459
01ee04e69e63ec.jpg,3504,2336,whale,305,1017,1693,1339
01ee6a6c231fa5.jpg,3456,2304,whale,1374,945,2558,1340
01ee6e67b224b5.jpg,3080,1105,whale,3,19,2961,1094
01eed3668fbb1f.jpg,2624,502,whale,2,24,2562,502
01ef1a84894e0e.jpg,3600,2400,whale,1757,1414,2711,1733
01f01ee4ae20ec.jpg,2110,698,whale,3,87,2023,622
01f1ccbf40feae.jpg,3504,2336,whale,1379,199,2727,908
01f2bafef54906.jpg,3599,2399,whale,2167,1262,2912,1740
01f313b140012e.jpg,3069,700,whale,62,20,3069,685
01f32ea3cf1c95.jpg,3599,2399,whale,761,835,2532,1450
01f389f8b0b4aa.jpg,622,120,whale,0,22,610,104
01f6fc3c1747e3.jpg,1796,1525,whale,0,273,1535,1383
01f84cf5697906.jpg,832,382,whale,30,13,832,382
01f947034a8642.jpg,743,479,whale,9,14,718,467
01fa387f09df5e.jpg,1448,1176,whale,8,134,1046,1148
01fa8544caa54b.jpg,1982,500,whale,0,27,1936,464
01feb3f7735bfe.jpg,193,230,whale,5,39,191,226
0202499d0f213c.jpg,3456,2304,whale,359,584,2086,1161
0204e67d399a45.jpg,3599,2399,whale,692,1466,2448,1871
0209e6dd020a3a.jpg,538,630,whale,10,170,538,630
020b7862ab7b77.jpg,2738,1825,whale,951,642,1388,755
020d0d35038cae.jpg,3600,560,whale,0,79,3537,544
020d398390a6c8.jpg,2073,584,whale,387,108,1999,504
020d965964c781.jpg,3504,785,whale,112,36,3504,732
020db533f2a563.jpg,365,353,whale,17,46,358,327
020dd63f06e595.jpg,3599,2399,whale,665,452,3244,1652
020e61404a740c.jpg,1042,282,whale,39,40,1042,267
020f01c713d9c3.jpg,3599,2399,whale,1494,478,3599,1376
02107bfbd7deec.jpg,3599,2399,whale,1317,1306,1748,1445
0211bac7232f2c.jpg,2207,1547,whale,27,236,2142,1258
02127b59ba61e6.jpg,883,618,whale,152,72,881,587
021541b01f2d99.jpg,765,911,whale,36,35,736,784
0215ab401d8634.jpg,3600,931,whale,91,0,3600,859
0215acb9628fc3.jpg,3600,2391,whale,1672,995,2252,1143
0215e2cea36362.jpg,3599,2399,whale,774,134,3581,2082
021714bc6c7fe3.jpg,1916,1345,whale,132,70,1916,1274
0218d72ec1840e.jpg,3599,2399,whale,0,58,3086,1690
0219a3e1e78707.jpg,1317,254,whale,45,15,1317,233
021af16d60decc.jpg,3293,778,whale,0,22,3203,772
021c4c80fc0750.jpg,3599,1274,whale,100,354,3599,794
021d34349c3ce5.jpg,1699,982,whale,361,234,1390,714
021f95b354ed75.jpg,2240,640,whale,42,169,2155,555
0220a86df61afd.jpg,3600,2384,whale,1204,922,2090,1226
02230215614250.jpg,3504,2336,whale,862,993,1903,1491
0224fd5c3ea54a.jpg,2271,1321,whale,51,97,2247,1161
02250ccb307e1d.jpg,1374,381,whale,0,58,1348,364
02271957ede4ce.jpg,3504,2336,whale,1708,802,2474,1011
02278d7a7d207e.jpg,3599,2409,whale,1249,946,2664,1394
0227d4c3ca9371.jpg,992,896,whale,0,112,963,711
0228bbb3cd1543.jpg,3599,1250,whale,148,11,3588,838
022aae22eb24bc.jpg,3600,1721,whale,113,437,2749,1351
022cb725f51c9a.jpg,3504,2336,whale,977,940,2159,1366
022d361f2d7f7a.jpg,3599,2399,whale,765,1016,2348,1534
022e72fb7fbc20.jpg,1255,1004,whale,9,97,1207,1004
022f1a1ba650e1.jpg,3599,2399,whale,1497,1338,2151,1519
022f3c80ae8e8b.jpg,3599,2399,whale,0,360,3481,2293
022ffde826fa55.jpg,3599,1714,whale,68,57,3599,1137
023099ebf6f825.jpg,3456,2304,whale,170,299,2973,1498
02312d50b8c24e.jpg,2240,1488,whale,703,626,1844,864
02315602e28a15.jpg,1102,531,whale,2,51,1023,514
0231d99742b061.jpg,2455,1637,whale,0,0,2455,1637
02324e8b007b2e.jpg,607,281,whale,0,101,589,274
02327287811c19.jpg,910,380,whale,0,24,882,363
0232ad302054e0.jpg,3456,2304,whale,593,906,1893,1149
0232d40766a823.jpg,3468,1449,whale,55,125,2381,1082
02331e6135ce61.jpg,2241,944,whale,15,83,1876,890
0233b581abddc4.jpg,3504,2336,whale,1739,1225,1998,1355
02344653e7eba1.jpg,1945,772,whale,56,150,1945,722
0235f38a590f62.jpg,3600,1406,whale,10,159,3530,835
02372cb6daae83.jpg,803,136,whale,22,9,803,122
023749bfcb0fa0.jpg,2045,818,whale,0,89,1977,747
023b634aa2cccc.jpg,3504,2336,whale,5,694,2009,1502
023d1c9292a934.jpg,1752,417,whale,346,13,1427,391
023eff0bc74269.jpg,2797,1470,whale,75,83,2797,1247
023ff852a00d6a.jpg,921,578,whale,30,118,921,569
0241e6e5190af3.jpg,277,280,whale,4,21,248,250
02427fcc19bf20.jpg,3599,2399,whale,554,580,2664,1281
024598d552aff1.jpg,3600,2350,whale,285,78,3473,2265
0246806606bc80.jpg,3599,2041,whale,79,15,3599,1969
02478df3d6638f.jpg,2423,1272,whale,0,124,2309,1181
0248770e0d52a0.jpg,1534,657,whale,389,163,1170,513
0249946b205a40.jpg,984,329,whale,127,104,867,265
024a337c4446bd.jpg,3600,2400,whale,1296,1330,1635,1562
024a3edf10a6b7.jpg,2755,752,whale,0,57,2684,745
024ce60649ecad.jpg,1270,1022,whale,59,113,1253,1022
024d5ee7cf26d9.jpg,2816,1045,whale,103,17,2812,985
02511495f1384c.jpg,3456,2304,whale,848,725,1585,1144
02520e81884016.jpg,3600,2391,whale,995,962,3600,1417
0253a79d41808b.jpg,3599,1199,whale,0,108,3420,479
02549ca593900b.jpg,824,172,whale,13,49,824,141
0255eb41f9937c.jpg,3599,2399,whale,685,964,2379,1504
02593508e596f7.jpg,1905,723,whale,245,249,1905,685
